employee_id,department,job_role,education,marital_status,location,age,gender,hire_date,tenure_days,monthly_salary,commute_miles,work_life_balance,job_satisfaction,num_companies_worked,promotions,overtime,training_hours,is_attrited
EMP_0422,Marketing,Manager,Bachelor,Single,Remote,61,Male,2016-05-10,3158,9056.58,9.8,3,1,3,6,1,82,0
EMP_0423,Operations,Coordinator,Associate,Married,Chicago,52,Female,2017-09-25,2655,5396.83,4.6,4,3,7,3,0,83,0
EMP_0424,Product,Director,Bachelor,Divorced,Chicago,47,Male,2023-02-19,682,15191.17,2.1,1,3,5,1,0,73,0
EMP_0425,Marketing,Coordinator,Master,Married,Austin,24,Male,2018-01-06,2552,5387.0,12.4,1,1,2,3,0,49,0
EMP_0426,Product,Associate PM,Master,Single,New York,56,Male,2019-08-09,1972,4368.83,10.8,4,1,3,2,1,11,0
EMP_0427,Finance,Accountant,Bachelor,Married,New York,53,Male,2018-03-25,2474,6408.0,3.8,4,2,6,1,0,23,1
EMP_0428,Operations,Supervisor,PhD,Single,Remote,45,Male,2016-07-09,3098,6319.25,32.0,4,4,7,3,1,27,0
EMP_0429,Marketing,Specialist,Bachelor,Married,San Francisco,29,Male,2020-11-17,1506,6987.0,17.3,2,4,7,1,1,6,0
EMP_0430,Product,Director,Associate,Married,Austin,35,Male,2016-04-30,3168,19405.0,16.2,4,1,7,1,0,19,0
EMP_0431,Marketing,Director,Bachelor,Married,Seattle,28,Male,2020-03-12,1756,17672.17,7.9,3,2,1,0,1,77,0
EMP_0432,HR,Coordinator,Bachelor,Single,Chicago,61,Male,2015-11-20,3330,5487.17,10.7,1,3,7,5,1,75,1
EMP_0433,Operations,Supervisor,High School,Single,Seattle,51,Female,2018-10-04,2281,7772.08,9.9,3,4,5,5,0,32,0
EMP_0434,Operations,Director,Associate,Single,New York,63,Male,2021-08-20,1230,17776.0,34.4,3,1,6,2,0,23,1
EMP_0435,Sales,AE,High School,Married,Chicago,56,Female,2015-02-07,3616,7363.42,8.0,4,4,2,5,0,59,0
EMP_0436,Engineering,Junior Dev,Bachelor,Single,Seattle,31,Female,2015-04-25,3539,4946.67,8.9,1,3,6,5,1,61,0
EMP_0437,Operations,Director,Bachelor,Single,New York,25,Female,2017-02-18,2874,14420.33,11.4,3,2,3,5,1,11,0
EMP_0438,Product,Director,Associate,Married,Remote,47,Male,2021-03-30,1373,18957.5,4.7,3,4,1,1,0,92,0
EMP_0439,Sales,Director,Master,Married,New York,41,Female,2021-08-01,1249,15033.92,28.4,4,2,3,2,1,53,0
EMP_0440,Finance,Analyst,Bachelor,Single,Chicago,60,Female,2019-02-12,2150,6421.08,14.6,1,3,2,4,0,26,0
EMP_0441,IT,Manager,Bachelor,Divorced,New York,50,Female,2022-01-19,1078,8768.92,22.9,4,4,6,1,1,30,0
EMP_0442,HR,Director,Master,Married,New York,60,Male,2016-01-31,3258,17980.75,14.3,3,4,6,2,0,53,0
EMP_0443,Engineering,Senior Dev,Master,Married,New York,53,Male,2022-09-04,850,9299.25,29.3,4,1,4,0,0,19,1
EMP_0444,Finance,Manager,Associate,Single,Remote,43,Male,2022-10-06,818,8646.17,10.0,2,2,3,1,0,43,0
EMP_0445,Sales,AE,PhD,Married,Remote,44,Female,2022-07-11,905,6883.75,1.4,2,1,4,3,1,44,0
EMP_0446,HR,BP,High School,Divorced,Austin,44,Male,2015-09-24,3387,8560.33,35.7,2,3,2,6,0,46,0
EMP_0447,Operations,Director,Bachelor,Divorced,Chicago,60,Male,2021-09-09,1210,13194.08,13.2,3,1,1,1,0,24,1
EMP_0448,Product,Senior PM,Bachelor,Divorced,New York,28,Male,2020-08-20,1595,6857.25,11.7,4,4,4,3,1,11,0
EMP_0449,Sales,Sales Manager,High School,Divorced,Remote,34,Female,2018-10-14,2271,12913.42,2.7,3,4,3,6,0,65,0
EMP_0450,Engineering,Senior Dev,Associate,Single,San Francisco,28,Female,2015-11-22,3328,8509.25,1.6,2,3,4,4,0,64,0
EMP_0451,Marketing,Specialist,Associate,Married,New York,22,Male,2015-12-06,3314,5731.67,4.0,1,2,7,1,1,25,0
EMP_0452,Finance,Analyst,Bachelor,Single,Remote,26,Male,2017-10-26,2624,6787.92,9.2,1,3,1,3,0,45,1
EMP_0453,IT,Admin,Master,Single,Austin,29,Female,2021-05-11,1331,7430.83,14.5,4,2,2,1,1,4,0
EMP_0454,Sales,SDR,Master,Married,Chicago,51,Male,2016-12-03,2951,4138.17,3.9,1,3,1,3,0,97,0
EMP_0455,Sales,AE,Associate,Married,Austin,64,Male,2021-01-11,1451,7958.92,3.8,2,1,6,2,0,71,0
EMP_0456,Marketing,Director,Associate,Married,Remote,56,Male,2018-09-01,2314,19315.58,4.4,2,3,4,3,1,17,1
EMP_0457,Engineering,Senior Dev,High School,Married,Seattle,62,Male,2021-08-30,1220,9423.67,16.8,3,2,3,0,0,91,1
EMP_0458,Sales,AE,Bachelor,Divorced,San Francisco,39,Male,2016-08-22,3054,6953.42,9.8,3,2,7,1,0,33,0
EMP_0459,IT,Support,Master,Married,Seattle,44,Male,2021-09-09,1210,4937.42,2.6,2,2,1,2,1,54,0
EMP_0460,Finance,CFO,Bachelor,Single,San Francisco,23,Male,2019-11-09,1880,25918.58,15.0,3,3,5,1,0,27,0
EMP_0461,Finance,Manager,Associate,Married,San Francisco,35,Male,2022-02-14,1052,12114.42,9.3,4,2,3,1,0,80,0
EMP_0462,Operations,Director,Master,Married,New York,43,Male,2019-07-23,1989,19026.92,8.9,4,4,5,0,0,21,0
EMP_0463,Sales,Director,Associate,Single,Remote,40,Female,2021-04-05,1367,14307.42,4.4,1,3,5,2,0,85,0
EMP_0464,Operations,Director,High School,Divorced,Remote,41,Male,2018-10-18,2267,19050.75,5.2,4,1,4,3,0,57,0
EMP_0465,Marketing,Coordinator,Bachelor,Divorced,Seattle,31,Female,2016-08-19,3057,5226.17,14.8,3,1,5,3,0,24,0
EMP_0466,Marketing,Coordinator,Associate,Divorced,New York,54,Male,2016-08-04,3072,4395.08,36.9,2,1,2,4,1,61,1
EMP_0467,IT,Admin,Bachelor,Married,Remote,63,Male,2022-05-10,967,7555.17,1.6,2,1,7,1,0,19,0
EMP_0468,Sales,Sales Manager,Master,Married,New York,55,Male,2018-07-13,2364,9865.75,6.1,1,1,7,2,0,97,0
EMP_0469,Finance,Accountant,Associate,Single,Chicago,52,Female,2021-11-09,1149,6511.5,5.1,3,2,5,0,0,74,0
EMP_0470,HR,Director,Bachelor,Single,Austin,57,Female,2017-03-03,2861,16783.83,17.6,4,2,2,4,0,75,0
EMP_0471,Engineering,Junior Dev,Bachelor,Divorced,Seattle,29,Female,2018-09-10,2305,4218.67,5.6,3,3,5,3,1,29,1
EMP_0472,Engineering,Senior Dev,Associate,Married,Austin,27,Male,2022-04-03,1004,8267.83,5.9,3,1,3,0,0,74,0
EMP_0473,IT,Admin,PhD,Married,San Francisco,43,Female,2021-01-15,1447,5162.25,8.6,3,3,5,1,0,76,0
EMP_0474,Marketing,Coordinator,High School,Married,Remote,55,Female,2015-10-24,3357,5326.08,3.0,2,4,2,3,0,9,0
EMP_0475,Product,Senior PM,Master,Single,New York,37,Male,2018-09-16,2299,8369.92,24.1,2,4,7,2,0,57,1
EMP_0476,IT,Admin,Bachelor,Single,Chicago,29,Male,2015-08-11,3431,6960.75,15.5,2,1,4,5,0,46,0
EMP_0477,Operations,Manager,Master,Married,Austin,61,Male,2015-04-04,3560,12704.83,1.5,1,4,4,5,1,76,0
EMP_0478,Product,Director,Associate,Single,New York,34,Male,2022-01-31,1066,17922.5,7.9,2,1,2,1,0,14,0
EMP_0479,IT,Support,Master,Single,Seattle,37,Female,2018-06-01,2406,5244.83,2.0,1,4,4,4,0,32,0
EMP_0480,Operations,Manager,Master,Divorced,Austin,44,Female,2022-11-17,776,10364.42,2.2,2,2,6,2,0,61,1
EMP_0481,Engineering,Architect,Master,Single,San Francisco,43,Male,2019-12-22,1837,15321.58,19.5,3,1,7,0,1,47,1
EMP_0482,Finance,CFO,Master,Single,Chicago,59,Male,2018-08-08,2338,23143.33,12.0,3,2,1,3,0,82,1
EMP_0483,Engineering,Architect,Bachelor,Married,Seattle,33,Female,2020-05-10,1697,12033.92,17.4,3,2,2,1,0,12,1
EMP_0484,HR,BP,Bachelor,Married,Remote,57,Female,2018-04-29,2439,9273.25,13.1,3,1,7,0,1,32,0
EMP_0485,IT,Manager,High School,Married,Austin,41,Female,2018-10-20,2265,10505.75,19.1,2,2,4,2,0,10,0
EMP_0486,IT,Support,Associate,Divorced,New York,56,Female,2016-11-19,2965,5032.75,2.5,3,4,5,4,1,13,0
EMP_0487,Operations,Coordinator,Bachelor,Married,San Francisco,37,Female,2022-04-24,983,5602.08,1.3,2,2,3,2,0,13,1
EMP_0488,Product,Associate PM,Bachelor,Single,New York,47,Female,2018-04-30,2438,5971.42,6.7,4,2,4,0,0,10,0
EMP_0489,Marketing,Specialist,Bachelor,Single,Austin,30,Female,2022-03-09,1029,5291.92,5.4,3,1,6,2,1,75,1
EMP_0490,Finance,Accountant,PhD,Married,Austin,36,Male,2015-04-15,3549,6000.83,22.3,3,4,6,1,1,84,1
EMP_0491,HR,Coordinator,Master,Married,New York,60,Female,2015-04-02,3562,4504.83,15.8,4,4,6,3,0,61,0
EMP_0492,Sales,Sales Manager,Master,Divorced,Remote,51,Male,2020-11-03,1520,11823.42,21.2,1,3,7,3,0,33,1
EMP_0493,IT,Support,Master,Married,Remote,42,Female,2018-01-11,2547,3736.58,33.8,2,2,7,3,0,97,1
EMP_0494,Operations,Supervisor,Master,Married,Chicago,30,Female,2019-09-30,1920,8431.25,4.2,1,1,3,3,0,27,0
EMP_0495,Operations,Director,Bachelor,Married,Seattle,38,Female,2019-05-16,2057,14874.92,7.6,1,3,3,2,0,98,0
EMP_0496,Marketing,Coordinator,Master,Married,Chicago,25,Male,2015-09-28,3383,6347.92,30.4,4,3,2,3,0,94,0
EMP_0497,Product,Senior PM,Bachelor,Married,San Francisco,44,Male,2015-10-23,3358,9772.42,16.2,3,3,5,5,0,85,0
EMP_0498,HR,Director,Master,Married,New York,39,Female,2020-05-06,1701,15736.08,1.5,1,3,7,1,1,13,0
EMP_0499,Sales,SDR,Bachelor,Married,Austin,45,Male,2017-09-24,2656,4011.33,7.5,3,2,1,5,0,35,0
EMP_0500,IT,Engineer,PhD,Divorced,New York,32,Male,2016-01-20,3269,9595.58,1.0,4,3,6,1,0,46,0
