claim_id,claim_type,claim_amount,policy_type,policy_age_months,claimant_age,claimant_gender,incident_date,report_date,incident_hour,report_delay_days,previous_claims,witness_present,police_report,injury_claimed,claim_status,is_fraudulent,claim_severity
CLM_00454,Travel,2132,Standard,40,34,F,2023-08-19,2023-12-08,3,1.6,3,0,0,0,Pending,0,Critical
CLM_00455,Life,8719,Premium,93,65,F,2023-06-04,2023-12-09,13,2.0,2,1,1,0,Approved,0,Critical
CLM_00456,Health,8730,Premium,20,67,F,2023-10-01,2023-12-09,12,6.8,1,0,1,1,Pending,0,Medium
CLM_00457,Home,29917,Basic,19,48,M,2023-06-20,2023-12-10,0,0.7,0,1,0,0,Pending,0,Medium
CLM_00458,Health,4766,Platinum,94,70,F,2023-08-02,2023-12-21,23,0.7,1,1,1,0,Approved,0,Medium
CLM_00459,Travel,16351,Standard,31,64,F,2023-09-15,2023-12-25,15,1.9,5,1,1,1,Approved,0,High
CLM_00460,Auto,1436,Standard,6,54,M,2023-01-18,2023-12-27,23,0.4,1,1,1,0,Approved,0,Medium
CLM_00461,Property,7889,Standard,18,62,F,2023-01-23,2023-12-21,23,2.6,1,1,1,1,Denied,0,Low
CLM_00462,Life,3809,Basic,54,59,M,2023-11-17,2023-12-04,23,4.9,5,1,1,0,Approved,0,Low
CLM_00463,Life,995,Platinum,107,58,M,2023-05-22,2023-12-28,19,6.6,2,1,1,1,Approved,0,High
CLM_00464,Health,2907,Standard,117,62,M,2023-01-18,2023-12-08,19,1.6,1,0,1,0,Under Investigation,0,Medium
CLM_00465,Auto,6572,Basic,93,62,M,2023-11-22,2023-12-16,2,5.6,3,1,1,1,Approved,0,Medium
CLM_00466,Health,1742,Basic,29,62,M,2023-12-23,2023-12-09,0,4.6,2,1,1,1,Approved,0,Medium
CLM_00467,Property,3319,Platinum,105,20,F,2023-02-28,2023-12-18,23,2.4,2,1,1,1,Denied,0,High
CLM_00468,Auto,7551,Standard,108,65,M,2023-11-05,2023-12-12,23,5.8,1,1,1,1,Pending,1,Medium
CLM_00469,Travel,1211,Standard,43,58,M,2023-06-30,2023-12-23,6,0.3,3,0,0,1,Pending,0,High
CLM_00470,Life,10310,Premium,93,66,M,2023-04-05,2023-12-19,11,0.4,3,1,1,0,Approved,0,Low
CLM_00471,Auto,7895,Standard,2,84,F,2023-08-05,2023-12-27,15,1.8,4,1,0,0,Approved,0,Low
CLM_00472,Health,1339,Basic,47,20,M,2023-04-17,2023-12-27,1,4.3,1,1,1,1,Pending,0,Medium
CLM_00473,Auto,671,Basic,74,37,M,2023-11-15,2023-12-10,21,3.5,4,1,1,0,Approved,0,Critical
CLM_00474,Life,3249,Premium,18,69,F,2023-11-28,2023-12-04,10,2.6,0,0,0,0,Pending,0,Low
CLM_00475,Travel,2680,Standard,13,74,M,2023-09-25,2023-12-09,23,1.7,4,1,0,1,Approved,0,Low
CLM_00476,Health,2978,Basic,6,36,M,2023-05-03,2023-12-25,9,6.4,3,1,0,0,Denied,0,Low
CLM_00477,Health,495,Basic,20,30,M,2023-11-19,2023-12-22,16,2.3,1,1,1,1,Approved,0,Medium
CLM_00478,Travel,5693,Basic,71,27,F,2023-09-21,2023-12-08,9,0.0,1,1,1,1,Under Investigation,0,High
CLM_00479,Health,8268,Standard,88,38,F,2023-03-20,2023-12-21,4,6.9,4,0,1,1,Approved,0,Low
CLM_00480,Home,1097,Premium,2,60,F,2023-12-19,2023-12-12,7,1.0,1,0,0,0,Approved,0,High
CLM_00481,Life,713,Basic,64,45,M,2023-11-08,2023-12-23,14,3.7,0,0,1,1,Approved,0,High
CLM_00482,Property,4151,Platinum,9,34,M,2023-06-02,2023-12-26,0,0.1,1,1,0,1,Denied,0,Medium
CLM_00483,Travel,7186,Standard,8,40,M,2023-09-17,2023-12-30,20,3.2,1,0,0,0,Under Investigation,0,Medium
CLM_00484,Home,1643,Standard,44,23,F,2023-09-20,2023-12-15,0,0.5,1,1,1,0,Approved,0,Medium
CLM_00485,Home,2207,Standard,39,41,F,2023-10-23,2023-12-17,3,1.1,4,1,1,0,Approved,0,Medium
CLM_00486,Travel,513,Standard,117,66,M,2023-09-07,2023-12-20,22,1.0,4,1,0,1,Approved,0,High
CLM_00487,Health,4012,Premium,9,61,F,2023-11-16,2023-12-25,16,1.9,0,0,0,1,Pending,1,Medium
CLM_00488,Home,5199,Premium,76,64,F,2023-02-04,2023-12-07,22,3.0,2,0,0,0,Approved,0,Low
CLM_00489,Auto,3341,Standard,56,81,F,2023-09-28,2023-12-09,5,3.6,0,1,0,0,Approved,0,Medium
CLM_00490,Travel,2458,Platinum,55,73,F,2023-08-20,2023-12-23,8,0.5,5,0,1,0,Under Investigation,0,Medium
CLM_00491,Travel,9665,Basic,89,40,F,2023-02-19,2023-12-22,16,0.0,2,0,0,0,Denied,0,Medium
CLM_00492,Property,868,Premium,55,68,F,2023-08-21,2023-12-20,13,7.9,1,0,1,0,Under Investigation,0,Low
CLM_00493,Property,648,Premium,89,26,M,2023-07-19,2023-12-11,8,3.2,3,0,0,1,Approved,0,Low
CLM_00494,Life,5548,Premium,11,48,F,2023-12-20,2023-12-05,8,3.1,2,1,1,1,Pending,0,Medium
CLM_00495,Travel,1456,Standard,96,54,F,2023-10-14,2023-12-21,16,1.4,2,1,1,1,Approved,0,Medium
CLM_00496,Life,34406,Platinum,110,40,F,2023-11-11,2023-12-14,5,0.3,0,1,1,0,Pending,0,Medium
CLM_00497,Life,1639,Basic,9,78,F,2023-09-17,2023-12-20,19,3.7,0,0,1,1,Pending,0,Critical
CLM_00498,Property,2084,Basic,54,57,M,2023-08-11,2023-12-16,9,1.1,3,0,1,1,Approved,0,Medium
CLM_00499,Travel,6097,Premium,34,46,M,2023-01-24,2023-12-14,11,0.1,2,0,1,1,Denied,0,High
CLM_00500,Auto,10181,Premium,18,38,F,2023-08-02,2023-12-25,18,2.8,4,1,1,0,Approved,0,Critical
CLM_00501,Life,3483,Basic,17,82,F,2023-10-24,2023-12-08,22,0.4,0,1,1,1,Pending,0,Medium
CLM_00502,Auto,10138,Standard,38,28,F,2023-01-20,2023-12-09,16,6.4,2,1,0,1,Denied,0,High
CLM_00503,Home,4177,Premium,114,38,F,2023-09-21,2023-12-30,9,0.7,2,1,1,0,Under Investigation,0,High
CLM_00504,Home,776,Standard,37,51,M,2023-04-01,2023-12-19,9,0.7,1,0,1,1,Under Investigation,0,Low
CLM_00505,Auto,1851,Standard,37,32,M,2023-08-18,2023-12-20,10,2.9,0,0,1,0,Approved,0,High
CLM_00506,Home,3923,Basic,6,44,F,2023-08-14,2023-12-03,19,5.6,3,1,1,1,Under Investigation,0,Medium
CLM_00507,Property,3108,Standard,69,27,M,2023-01-11,2023-12-14,21,4.7,1,0,1,1,Under Investigation,0,High
CLM_00508,Travel,5667,Standard,12,58,M,2023-01-04,2023-12-30,10,1.5,2,0,1,0,Denied,0,Medium
CLM_00509,Property,495,Basic,21,35,M,2023-08-29,2023-12-19,21,3.6,1,0,1,1,Approved,0,High
CLM_00510,Life,6282,Premium,3,27,M,2023-09-03,2023-12-17,19,1.8,2,1,1,1,Under Investigation,0,Medium
CLM_00511,Home,3899,Premium,36,55,M,2023-05-06,2023-12-03,3,3.1,2,0,1,1,Pending,0,High
CLM_00512,Home,12935,Platinum,102,84,F,2023-11-26,2024-01-01,21,7.0,2,1,1,1,Denied,0,Low
CLM_00513,Home,10433,Standard,24,70,M,2023-02-16,2023-12-16,10,2.4,1,1,1,0,Pending,0,Medium
CLM_00514,Travel,642,Platinum,33,60,M,2023-03-22,2023-12-08,7,1.2,2,0,1,0,Pending,0,High
CLM_00515,Health,5242,Premium,57,70,F,2023-08-10,2023-12-14,10,2.8,1,0,1,1,Approved,0,Low
CLM_00516,Home,68717,Basic,60,67,M,2023-10-27,2023-12-19,5,3.7,2,0,1,0,Pending,1,High
CLM_00517,Travel,2846,Standard,39,82,M,2023-10-22,2023-12-13,16,0.6,2,1,1,1,Approved,0,Low
CLM_00518,Property,1182,Basic,83,59,M,2023-10-02,2023-12-30,16,0.4,0,1,1,0,Approved,0,Low
CLM_00519,Travel,3477,Basic,93,30,M,2023-04-18,2023-12-17,16,0.4,1,0,1,0,Approved,0,Medium
CLM_00520,Auto,1316,Standard,118,71,F,2023-09-11,2023-12-19,21,3.9,4,0,1,0,Under Investigation,0,Low
CLM_00521,Life,722,Standard,25,48,M,2023-05-27,2023-12-16,23,5.9,1,1,0,1,Approved,0,Medium
CLM_00522,Home,201,Standard,7,68,M,2023-04-11,2023-12-15,5,2.7,2,0,0,0,Pending,0,High
CLM_00523,Health,45460,Standard,107,56,F,2023-07-17,2023-12-28,4,2.6,1,0,1,1,Pending,1,Critical
CLM_00524,Property,474,Basic,10,46,F,2023-09-07,2023-12-23,16,2.9,2,1,1,1,Approved,0,Medium
CLM_00525,Travel,10088,Standard,71,61,F,2023-06-05,2023-12-05,2,0.2,3,0,0,0,Pending,0,Critical
CLM_00526,Auto,15810,Premium,79,25,M,2023-07-26,2023-12-21,9,3.6,0,1,1,0,Pending,0,High
CLM_00527,Auto,1936,Basic,18,64,M,2023-03-21,2023-12-23,11,1.4,0,0,1,0,Approved,0,Low
CLM_00528,Travel,1938,Standard,87,47,F,2023-08-05,2023-12-03,15,3.9,2,0,0,1,Pending,0,High
CLM_00529,Property,3462,Premium,28,44,M,2023-01-29,2023-12-28,7,3.6,2,1,1,1,Approved,0,Medium
CLM_00530,Health,16921,Standard,66,83,M,2023-11-17,2023-12-10,12,9.4,3,0,1,1,Pending,0,High
CLM_00531,Health,3954,Standard,35,46,M,2023-05-25,2023-12-12,5,0.5,0,1,1,1,Pending,0,High
CLM_00532,Home,7673,Platinum,86,59,M,2023-11-18,2023-12-06,3,0.9,2,1,1,1,Pending,1,High
CLM_00533,Health,1992,Standard,13,21,M,2023-03-31,2023-12-05,6,1.9,1,1,1,0,Approved,0,Medium
CLM_00534,Home,1527,Premium,107,18,F,2023-09-07,2023-12-13,18,0.8,2,1,1,1,Under Investigation,0,Critical
CLM_00535,Property,7329,Basic,51,53,M,2023-01-10,2023-12-08,12,2.0,2,1,1,0,Denied,1,High
CLM_00536,Property,1699,Standard,108,81,F,2023-05-17,2023-12-27,3,0.4,1,1,1,1,Pending,0,Medium
CLM_00537,Property,766,Premium,2,61,M,2023-06-19,2023-12-27,6,5.5,2,0,0,1,Approved,0,Medium
CLM_00538,Auto,13520,Standard,114,51,M,2023-09-06,2023-12-06,20,12.8,1,1,1,1,Approved,1,Low
CLM_00539,Life,466,Standard,9,62,F,2023-02-13,2023-12-20,7,2.1,4,1,1,1,Under Investigation,1,Medium
CLM_00540,Health,1966,Premium,96,44,F,2023-09-17,2023-12-28,3,3.2,5,1,1,0,Approved,1,Medium
CLM_00541,Travel,7838,Basic,79,45,M,2023-12-27,2023-12-23,15,1.4,3,1,0,0,Denied,1,Medium
CLM_00542,Health,1777,Premium,71,43,M,2023-08-14,2023-12-26,22,2.7,3,1,1,1,Pending,0,Medium
CLM_00543,Property,397,Standard,92,75,F,2023-02-22,2023-12-14,6,7.3,4,1,0,0,Pending,0,Medium
CLM_00544,Health,4981,Standard,39,80,F,2023-10-06,2023-12-17,15,1.4,3,1,0,1,Denied,0,High
CLM_00545,Travel,9461,Premium,76,74,F,2023-04-26,2023-12-08,3,1.6,0,0,0,0,Approved,0,Critical
CLM_00546,Property,2395,Basic,85,57,M,2023-04-23,2023-12-08,14,1.7,2,1,0,0,Under Investigation,0,High
CLM_00547,Life,1365,Standard,20,73,M,2023-10-25,2023-12-11,23,5.4,4,1,1,1,Under Investigation,0,Medium
CLM_00548,Home,1307,Standard,74,83,F,2023-12-04,2023-12-05,12,4.6,3,1,1,0,Approved,0,Medium
CLM_00549,Home,2679,Basic,17,36,F,2023-07-09,2023-12-30,19,3.3,4,0,0,0,Under Investigation,0,Medium
CLM_00550,Property,2903,Platinum,39,72,F,2023-11-26,2023-12-15,17,1.7,1,0,1,0,Under Investigation,0,Low
CLM_00551,Auto,1603,Premium,117,38,F,2023-09-29,2023-12-23,10,1.6,3,0,0,1,Approved,0,High
CLM_00552,Auto,6037,Basic,92,47,M,2023-12-24,2023-12-27,1,6.8,2,1,0,0,Pending,0,High
CLM_00553,Health,2083,Basic,112,71,F,2023-01-21,2023-12-15,3,1.9,5,0,1,0,Approved,0,High
CLM_00554,Property,4568,Platinum,100,51,M,2023-04-13,2023-12-30,3,12.2,3,0,1,0,Approved,0,High
CLM_00555,Property,2141,Premium,32,44,F,2023-07-05,2024-01-01,16,3.2,0,1,0,0,Approved,0,Medium
CLM_00556,Home,135,Basic,81,62,M,2023-05-24,2023-12-10,2,1.2,2,0,1,0,Denied,0,High
CLM_00557,Health,3884,Basic,56,45,F,2023-10-22,2023-12-15,12,0.5,3,0,1,0,Approved,0,Low
CLM_00558,Property,5554,Basic,93,37,F,2023-07-07,2023-12-06,7,7.8,1,1,1,0,Approved,0,Medium
CLM_00559,Life,119455,Standard,12,65,F,2023-04-28,2023-12-16,2,2.4,2,1,1,0,Pending,0,Medium
CLM_00560,Health,2524,Standard,108,34,M,2023-05-14,2023-12-26,1,3.4,4,1,1,1,Approved,0,Low
CLM_00561,Home,3043,Premium,85,44,M,2023-12-09,2023-12-14,20,7.9,0,1,1,0,Under Investigation,0,Medium
CLM_00562,Life,6223,Basic,47,24,F,2023-05-24,2023-12-20,20,2.1,0,1,1,1,Approved,0,High
CLM_00563,Home,26169,Premium,47,23,F,2023-03-06,2023-12-21,19,1.4,1,1,1,1,Approved,0,Medium
CLM_00564,Travel,236,Premium,66,41,M,2023-03-07,2023-12-23,9,4.6,1,1,1,0,Under Investigation,0,Low
CLM_00565,Health,982,Standard,12,79,F,2023-05-26,2023-12-06,11,1.9,2,1,1,0,Under Investigation,0,Medium
CLM_00566,Life,3458,Premium,23,47,F,2023-02-25,2023-12-10,0,0.3,4,1,0,0,Denied,0,Medium
CLM_00567,Health,3933,Basic,41,68,F,2023-01-15,2023-12-20,5,0.2,3,0,1,0,Under Investigation,0,Low
CLM_00568,Health,19522,Basic,103,82,F,2023-05-02,2023-12-12,15,0.1,3,0,1,0,Approved,0,Low
CLM_00569,Life,1304,Standard,64,33,F,2023-10-15,2023-12-07,8,0.5,2,0,1,1,Approved,0,Low
CLM_00570,Property,2192,Basic,19,52,F,2023-07-24,2024-01-01,3,4.1,2,0,1,0,Approved,0,High
CLM_00571,Travel,7394,Standard,17,52,F,2023-12-22,2023-12-17,3,5.0,3,1,1,0,Under Investigation,0,Low
CLM_00572,Travel,3392,Premium,104,41,F,2023-05-22,2023-12-09,9,1.2,1,0,0,0,Approved,0,Critical
CLM_00573,Home,6215,Premium,68,41,F,2023-11-26,2023-12-20,19,9.0,1,1,0,0,Pending,0,Low
CLM_00574,Property,22273,Basic,68,62,F,2023-08-01,2023-12-19,10,5.6,1,1,1,0,Approved,0,Medium
CLM_00575,Health,4114,Platinum,41,42,F,2023-08-08,2023-12-21,6,1.5,2,1,1,1,Under Investigation,0,Medium
CLM_00576,Travel,4032,Basic,55,50,F,2023-02-08,2023-12-14,7,7.3,2,1,1,1,Under Investigation,0,Low
CLM_00577,Health,8523,Standard,107,75,F,2023-07-15,2023-12-21,22,0.8,4,1,1,0,Approved,0,Low
CLM_00578,Travel,885,Standard,60,72,M,2023-06-07,2023-12-09,21,4.0,4,0,1,0,Denied,0,High
CLM_00579,Auto,52059,Standard,91,47,M,2023-11-24,2023-12-12,17,6.0,5,1,1,0,Approved,0,High
CLM_00580,Travel,1381,Standard,73,18,F,2023-04-17,2023-12-12,10,0.2,1,1,0,0,Approved,0,Medium
CLM_00581,Property,4529,Basic,58,48,F,2023-11-21,2023-12-24,17,0.4,2,1,1,0,Approved,0,Low
CLM_00582,Home,1681,Standard,8,19,M,2023-11-10,2023-12-20,19,0.6,4,1,0,0,Approved,0,High
CLM_00583,Property,6006,Standard,72,62,F,2023-06-22,2023-12-20,19,3.4,3,0,1,0,Under Investigation,1,Low
CLM_00584,Property,3393,Premium,28,53,F,2023-02-15,2023-12-15,10,4.8,1,0,1,0,Pending,0,Critical
CLM_00585,Home,10956,Basic,92,71,M,2023-03-20,2023-12-24,15,1.4,3,1,0,0,Pending,0,Low
CLM_00586,Home,3946,Standard,117,19,F,2023-06-10,2023-12-06,13,1.9,3,0,0,0,Denied,1,Low
CLM_00587,Auto,1383,Basic,44,56,F,2023-08-19,2023-12-27,6,1.7,0,1,1,0,Denied,0,Medium
CLM_00588,Property,597,Premium,103,73,F,2023-05-22,2023-12-05,1,9.3,2,1,0,0,Approved,0,Low
CLM_00589,Auto,24928,Standard,114,67,M,2023-11-06,2023-12-19,14,1.1,1,0,1,1,Approved,0,Critical
CLM_00590,Home,3175,Platinum,71,26,F,2023-01-12,2023-12-05,7,2.2,2,0,1,1,Pending,0,High
CLM_00591,Life,1352,Basic,103,58,M,2023-04-27,2023-12-11,7,2.6,2,1,1,1,Approved,0,High
CLM_00592,Home,5915,Standard,49,36,F,2023-10-12,2024-01-01,20,11.3,1,0,1,0,Under Investigation,0,Medium
CLM_00593,Travel,574,Basic,44,59,F,2023-09-28,2023-12-31,14,4.9,0,1,1,1,Denied,0,Low
CLM_00594,Property,4491,Platinum,65,79,F,2023-09-20,2023-12-05,7,0.4,2,1,0,0,Under Investigation,0,Low
CLM_00595,Home,23223,Basic,25,52,M,2023-03-29,2023-12-28,2,2.7,1,1,1,1,Denied,0,Low
CLM_00596,Life,1071,Standard,68,58,M,2023-03-06,2023-12-24,8,3.6,0,0,1,0,Approved,0,Critical
CLM_00597,Home,5610,Standard,20,24,M,2023-03-01,2023-12-15,16,1.0,4,1,0,1,Approved,0,Medium
CLM_00598,Travel,5089,Premium,56,34,F,2023-12-15,2023-12-23,14,2.4,0,0,1,0,Denied,0,Medium
CLM_00599,Home,3672,Standard,14,21,M,2023-12-14,2023-12-04,18,5.4,2,1,1,0,Pending,0,High
CLM_00600,Life,7579,Standard,33,36,M,2023-02-22,2023-12-14,18,1.3,1,1,1,1,Denied,0,Medium
CLM_00601,Travel,5034,Platinum,82,61,F,2023-01-28,2023-12-23,12,3.2,1,1,1,0,Denied,0,Medium
CLM_00602,Home,2942,Standard,115,78,F,2023-11-07,2023-12-30,22,1.6,0,0,1,0,Approved,0,Critical
CLM_00603,Life,2767,Basic,67,28,F,2023-09-01,2023-12-18,22,1.2,1,1,1,0,Pending,0,Low
CLM_00604,Auto,20753,Standard,58,67,F,2023-07-19,2023-12-10,10,6.7,3,1,0,0,Approved,0,Low
CLM_00605,Life,1944,Platinum,94,57,F,2023-04-16,2023-12-06,8,2.5,3,1,0,1,Approved,0,High
CLM_00606,Life,11870,Premium,79,27,M,2023-10-06,2023-12-30,18,1.1,5,1,1,0,Approved,1,High
CLM_00607,Auto,5769,Platinum,53,19,F,2023-06-22,2023-12-18,19,0.2,5,1,1,0,Approved,0,Low
CLM_00608,Travel,1133,Basic,52,80,M,2023-09-03,2023-12-24,11,4.5,2,0,1,0,Approved,0,Medium
CLM_00609,Auto,11262,Platinum,92,39,M,2023-01-09,2023-12-18,23,0.3,3,0,0,0,Pending,0,Medium
CLM_00610,Travel,2254,Basic,63,52,M,2023-06-08,2023-12-19,8,4.1,2,1,1,0,Pending,0,High
CLM_00611,Health,34943,Platinum,88,25,M,2023-06-25,2023-12-14,13,0.7,1,1,0,1,Denied,0,Medium
CLM_00612,Property,1079,Premium,10,50,F,2023-08-14,2023-12-08,17,3.2,0,0,1,0,Under Investigation,0,Critical
CLM_00613,Life,2565,Premium,65,75,F,2023-10-28,2023-12-11,10,3.8,0,1,1,1,Under Investigation,0,Medium
CLM_00614,Travel,6343,Premium,105,61,M,2023-12-10,2023-12-26,4,2.9,4,1,0,1,Approved,0,Low
CLM_00615,Travel,13459,Standard,51,75,M,2023-10-28,2023-12-09,21,2.6,3,0,1,1,Pending,1,Medium
CLM_00616,Health,3123,Basic,62,65,F,2023-06-17,2023-12-18,21,3.5,6,1,1,0,Under Investigation,0,Low
CLM_00617,Travel,5798,Platinum,28,33,F,2023-03-31,2023-12-15,5,4.5,0,1,0,1,Approved,0,Medium
CLM_00618,Travel,7058,Standard,58,62,F,2023-09-21,2023-12-04,22,7.4,1,1,1,0,Denied,0,High
CLM_00619,Travel,3144,Standard,83,55,M,2023-09-06,2023-12-12,2,2.1,2,0,1,1,Under Investigation,0,Critical
CLM_00620,Auto,2108,Platinum,113,36,F,2023-02-20,2023-12-10,7,1.0,0,0,1,0,Approved,0,Medium
CLM_00621,Property,20304,Premium,62,68,F,2023-03-31,2023-12-27,2,2.8,3,1,0,0,Pending,0,Low
CLM_00622,Life,6878,Standard,54,82,F,2023-08-22,2023-12-19,8,5.4,2,0,1,0,Approved,0,Low
CLM_00623,Home,16132,Premium,52,32,M,2023-11-09,2023-12-06,7,5.5,1,1,1,1,Approved,0,Low
CLM_00624,Auto,8989,Basic,29,21,M,2023-01-13,2023-12-16,5,5.4,1,1,1,0,Pending,0,High
CLM_00625,Home,3104,Premium,54,54,M,2023-03-02,2023-12-29,11,0.5,2,0,1,1,Approved,0,Low
CLM_00626,Property,2624,Basic,26,25,F,2023-03-13,2023-12-23,13,12.0,3,1,1,1,Pending,0,High
CLM_00627,Travel,7001,Standard,88,78,F,2023-04-22,2023-12-31,21,3.5,1,0,0,1,Pending,0,High
CLM_00628,Life,4694,Standard,73,24,M,2023-12-22,2023-12-03,14,2.7,5,1,0,1,Denied,0,Low
CLM_00629,Health,2360,Premium,29,57,M,2023-06-26,2023-12-29,13,1.8,2,1,1,0,Approved,0,High
CLM_00630,Travel,14708,Standard,81,79,F,2023-08-02,2023-12-30,18,1.1,4,1,1,0,Under Investigation,0,Low
CLM_00631,Auto,3656,Basic,39,45,F,2023-10-04,2023-12-24,1,2.5,1,0,1,1,Approved,0,Medium
CLM_00632,Property,24376,Basic,117,73,M,2023-08-22,2023-12-30,14,1.6,3,1,0,1,Under Investigation,0,High
CLM_00633,Travel,1318,Premium,21,18,M,2023-01-03,2023-12-13,0,0.4,2,1,1,1,Under Investigation,0,High
CLM_00634,Auto,8835,Premium,116,84,M,2023-10-22,2023-12-29,1,5.8,0,1,1,0,Denied,0,Medium
CLM_00635,Home,1038,Standard,34,68,F,2023-04-16,2023-12-21,9,0.3,3,1,1,1,Under Investigation,0,Low
CLM_00636,Home,2743,Standard,55,56,M,2023-11-17,2023-12-13,3,2.4,1,1,1,1,Under Investigation,0,High
CLM_00637,Travel,479,Platinum,47,63,F,2023-06-16,2023-12-16,2,2.7,2,0,0,1,Approved,0,Medium
CLM_00638,Home,360,Standard,111,69,F,2023-10-30,2023-12-04,6,3.8,1,1,1,0,Under Investigation,0,Medium
CLM_00639,Auto,6021,Standard,104,51,M,2023-04-07,2023-12-29,5,3.2,1,1,1,0,Approved,0,Medium
CLM_00640,Property,3935,Premium,114,48,M,2023-11-22,2024-01-01,6,1.2,1,0,0,0,Approved,1,Low
CLM_00641,Home,228,Standard,58,18,F,2023-09-05,2023-12-25,11,3.6,5,1,1,0,Approved,0,Medium
CLM_00642,Life,727,Standard,15,77,F,2023-07-26,2023-12-12,16,20.1,4,1,1,0,Approved,0,Medium
CLM_00643,Life,5490,Basic,98,31,F,2023-06-28,2023-12-16,0,14.6,1,1,1,0,Under Investigation,0,Low
CLM_00644,Property,1293,Premium,20,26,M,2023-01-07,2023-12-04,15,1.0,2,1,1,1,Approved,0,Low
CLM_00645,Auto,3115,Premium,98,51,F,2023-05-19,2023-12-16,3,17.2,1,1,1,0,Approved,0,High
CLM_00646,Home,829,Standard,53,80,M,2023-03-24,2023-12-06,2,0.2,0,0,0,1,Approved,1,Medium
CLM_00647,Travel,6191,Premium,86,32,F,2023-03-03,2023-12-26,19,5.0,4,0,1,1,Denied,0,Low
CLM_00648,Auto,15632,Premium,25,52,M,2023-04-02,2023-12-05,12,6.1,3,1,1,1,Denied,0,Critical
CLM_00649,Home,1225,Standard,101,41,F,2023-03-18,2023-12-13,19,3.7,3,1,1,1,Under Investigation,0,Low
CLM_00650,Property,6032,Standard,81,57,M,2023-07-11,2023-12-09,1,0.4,1,1,1,1,Approved,0,High
CLM_00651,Health,1664,Standard,52,55,M,2023-11-26,2023-12-17,19,2.5,1,1,1,0,Approved,0,Critical
CLM_00652,Property,2782,Premium,13,42,F,2023-04-12,2023-12-23,6,3.0,3,1,1,1,Under Investigation,0,Low
CLM_00653,Life,5568,Platinum,66,49,M,2023-07-24,2023-12-09,23,3.0,4,0,0,0,Pending,0,Medium
CLM_00654,Life,504,Standard,15,69,F,2023-07-16,2023-12-21,22,8.3,0,0,1,0,Under Investigation,0,Critical
CLM_00655,Life,5642,Standard,13,20,F,2023-12-28,2023-12-22,22,4.8,1,1,0,0,Under Investigation,0,High
CLM_00656,Life,5466,Platinum,101,65,F,2023-11-04,2023-12-15,13,7.8,2,1,1,1,Approved,0,High
CLM_00657,Travel,769,Basic,56,64,F,2023-02-24,2023-12-09,12,6.1,0,1,1,1,Denied,1,Medium
CLM_00658,Health,5643,Standard,91,69,F,2023-09-20,2023-12-24,13,7.4,0,0,0,1,Denied,0,Critical
CLM_00659,Travel,3910,Standard,27,50,F,2023-06-28,2023-12-12,1,0.1,0,1,1,0,Approved,0,High
CLM_00660,Auto,7629,Standard,119,37,M,2023-04-12,2023-12-11,19,1.9,3,0,1,0,Approved,0,High
CLM_00661,Life,5461,Standard,30,39,M,2023-07-29,2023-12-11,5,6.2,0,1,1,1,Approved,0,Low
CLM_00662,Auto,10452,Standard,45,19,F,2023-03-13,2023-12-25,10,0.7,5,1,1,1,Approved,1,Medium
CLM_00663,Property,4889,Standard,102,65,M,2023-12-20,2023-12-30,0,9.5,2,1,0,0,Pending,0,Medium
CLM_00664,Health,23489,Basic,62,27,F,2023-03-05,2023-12-10,14,3.1,3,1,1,0,Approved,0,Medium
CLM_00665,Property,4628,Premium,6,62,M,2023-01-24,2023-12-14,17,2.5,2,0,1,1,Denied,0,High
CLM_00666,Auto,2579,Standard,21,70,F,2023-11-17,2023-12-24,2,1.0,2,1,1,0,Denied,0,High
CLM_00667,Travel,3680,Premium,79,77,F,2023-03-15,2023-12-03,0,0.4,2,0,1,0,Approved,0,High
CLM_00668,Property,2802,Premium,99,79,M,2023-10-10,2023-12-12,0,10.9,3,0,1,1,Approved,0,Low
CLM_00669,Auto,2037,Premium,12,75,M,2023-08-23,2023-12-28,2,0.3,1,0,1,1,Denied,0,High
CLM_00670,Travel,1473,Standard,61,53,M,2023-04-04,2023-12-17,6,2.4,4,0,1,0,Approved,0,Low
CLM_00671,Property,11176,Basic,86,70,F,2023-03-14,2023-12-16,0,0.3,2,1,1,1,Under Investigation,0,Low
CLM_00672,Travel,538,Platinum,90,25,F,2023-05-09,2023-12-04,4,0.5,2,1,1,1,Under Investigation,0,Critical
CLM_00673,Health,6035,Standard,38,79,M,2023-01-21,2023-12-27,14,3.4,4,0,1,1,Pending,0,Medium
CLM_00674,Auto,6552,Standard,60,63,F,2023-12-15,2023-12-31,20,0.7,1,1,0,0,Under Investigation,0,Critical
CLM_00675,Life,3088,Basic,109,47,F,2023-03-18,2023-12-17,2,4.5,1,0,1,1,Approved,0,Critical
CLM_00676,Auto,17018,Basic,22,43,F,2023-09-28,2023-12-13,17,4.7,2,0,0,1,Under Investigation,0,Medium
CLM_00677,Health,6944,Premium,99,84,F,2023-05-28,2023-12-18,5,1.0,2,1,1,0,Approved,0,Critical
CLM_00678,Property,12635,Platinum,22,24,F,2023-03-05,2023-12-03,3,3.3,2,0,1,0,Approved,1,Medium
CLM_00679,Home,5144,Basic,87,70,M,2023-01-23,2024-01-01,3,1.0,1,1,1,1,Approved,0,Low
CLM_00680,Home,1711,Premium,33,49,M,2023-05-26,2023-12-28,0,6.0,1,0,0,1,Under Investigation,1,Low
